AccountId,AccountNumber,AccountType,ProductCode,BranchCode,CIF Number,Balance,AccontOpenDate,Status,ATMCardNumber,ATMPin,NB_UserId,NB_Password
,10010342788458,Fixed Deposit,Fixed Deposit,384,2253698918,1630808,8/7/2018,Open,296328169443086,8740,100108458,Bank*456
,10010342796653,Savings,Savings,385,1304800444,1025933,7/26/2018,Open,266029916607330,4841,100106653,Bank^2098
,10010342735550,Savings,Savings,386,5060623935,1044560,3/12/2019,Open,223235693280829,1526,100105550,Bank&342
,10010342754942,DEMAT,DEMAT,387,2196514976,1308832,6/24/2019,Open,232194407181120,8373,100104942,Bank^2098
,10010342879199,Recurring Deposit,Recurring Deposit,388,3837751743,479804,3/1/2019,Open,279722178353777,2405,100109199,Bank@3
,10010342886068,Savings,Savings,389,9218114884,1594747,7/31/2018,Open,239687855481956,5544,100106068,Bank#0985
,10010342895428,Current,Current,390,1304360860,207290,9/15/2019,Open,294095147325588,3683,100105428,Bank@3
,10010342706292,DEMAT,DEMAT,391,6796001648,1546328,11/29/2019,Open,308532605512061,3165,100106292,Bank#0985
,10010342768189,DEMAT,DEMAT,392,3188228167,438251,12/27/2019,Open,301152018369117,9401,100108189,Bank^2098
,10010342970090,Savings,Savings,393,9589382644,1935809,6/26/2019,Open,307027405034642,2401,100100090,Bank#0985
,10010342734549,Fixed Deposit,Fixed Deposit,394,6145159503,1448181,2/25/2018,Open,241484647058834,8804,100104549,Bank@3
,10010342838881,DEMAT,DEMAT,395,9689058792,446754,12/2/2018,Closed,245072879722104,1575,100108881,Bank&342
,10010342768067,Recurring Deposit,Recurring Deposit,396,5512807512,1611176,9/6/2018,Open,229568636172206,6258,100108067,Bank#0985
,10010342944729,DEMAT,DEMAT,397,7593595465,969795,8/11/2019,Open,271963902671213,7850,100104729,Bank@3
,10010342724772,DEMAT,DEMAT,398,6665533759,1717957,4/29/2018,Open,261319508974464,7526,100104772,Bank^2098
,10010342812312,Fixed Deposit,Fixed Deposit,399,9798864835,686271,12/17/2018,Open,234987110777190,8478,100102312,Bank#0985
,10010342738824,Savings,Savings,400,2619728499,1919875,2/28/2019,Open,308360710227287,6033,100108824,Bank*456
,10010342983637,Recurring Deposit,Recurring Deposit,401,4256694585,1066341,10/16/2019,Closed,271754198198203,1649,100103637,Bank#0985
,10010342746134,Recurring Deposit,Recurring Deposit,402,7366038900,64766,2/23/2018,Open,258077289924165,8931,100106134,Bank^2098
,10010342882724,Savings,Savings,403,2714094978,1640002,8/31/2019,Open,334476941425013,5336,100102724,Bank&342
,10010342777584,Current,Current,404,7677880779,1121225,3/20/2018,Open,363284024935046,7761,100107584,Bank*456
,10010342761757,Current,Current,405,8069079176,560073,5/5/2019,Open,233283411966527,9180,100101757,Bank*456
,10010342810447,Recurring Deposit,Recurring Deposit,406,6703671936,1952119,1/14/2018,Open,357268782811311,6095,100100447,Bank&342
,10010342909801,Current,Current,407,3072485879,1502350,5/26/2018,Open,219526318378241,3557,100109801,Bank*456
,10010342966898,Current,Current,408,5101112804,375179,10/29/2018,Open,312306624547705,3975,100106898,Bank&342
,10010342978844,Savings,Savings,409,8233156427,268891,3/31/2018,Open,312111087254473,3126,100108844,Bank*456
,10010342743310,DEMAT,DEMAT,410,8552949121,1314774,7/5/2018,Open,224845418366702,4434,100103310,Bank#0985
,10010342780094,Current,Current,411,5706082569,1972576,12/2/2019,Open,293779906695483,9743,100100094,Bank&342
,10010342761073,Recurring Deposit,Recurring Deposit,412,4366094781,1266086,4/8/2018,Open,300038593680509,6805,100101073,Bank#0985
,10010342701142,Savings,Savings,413,4363878267,258817,6/20/2019,Closed,214723462174132,9689,100101142,Bank^2098
,10010342935097,Savings,Savings,414,3792225031,1702442,11/23/2019,Open,260308576098019,6918,100105097,Bank#0985
,10010342933793,Current,Current,415,1074414913,812544,12/10/2018,Open,321248058566460,2425,100103793,Bank^2098
,10010342714878,Fixed Deposit,Fixed Deposit,416,4882372839,628849,10/24/2018,Open,307380763457935,5762,100104878,Bank@3
,10010342808757,Current,Current,417,9616836333,1517102,12/31/2018,Open,272534652873150,2598,100108757,Bank&342
,10010342778376,Recurring Deposit,Recurring Deposit,418,2577043432,359562,1/1/2019,Open,348632912561766,4594,100108376,Bank#0985
,10010342997568,Current,Current,419,3070750836,1636476,10/9/2018,Closed,338860802226884,2279,100107568,Bank&342
,10010342893420,Current,Current,420,2985519907,1765492,4/26/2019,Open,226838018512107,6758,100103420,Bank^2098
,10010342731598,Current,Current,421,5165704232,1897089,11/27/2018,Open,288525188824688,8614,100101598,Bank*456
,10010342829160,Fixed Deposit,Fixed Deposit,422,3226694394,1299563,3/12/2019,Open,329704587789241,9297,100109160,Bank*456
,10010342798753,DEMAT,DEMAT,423,6216803207,1699169,12/10/2019,Open,237287877850957,1920,100108753,Bank^2098
,10010342841843,Recurring Deposit,Recurring Deposit,424,5618656861,1089807,11/14/2018,Open,274871666130123,6562,100101843,Bank&342
,10010342927074,Fixed Deposit,Fixed Deposit,425,4120858387,1645111,9/28/2019,Open,354802136674255,3077,100107074,Bank*456
,10010342879937,DEMAT,DEMAT,426,4554077691,825569,4/14/2019,Open,361061598663494,8513,100109937,Bank@3
,10010342862007,Current,Current,427,4412148714,913648,8/21/2019,Open,226352022884805,1653,100102007,Bank#0985
,10010342850191,Recurring Deposit,Recurring Deposit,428,8485197103,1159008,6/9/2018,Open,236016444044083,5291,100100191,Bank#0985
,10010342943956,DEMAT,DEMAT,429,4989223457,1700167,1/1/2018,Open,313944875379572,5145,100103956,Bank^2098
,10010342947109,Current,Current,430,1922243210,1697421,12/28/2018,Open,271965361063792,8055,100107109,Bank&342
,10010342935315,Savings,Savings,431,7114593090,1966827,4/25/2019,Closed,318785456531006,4493,100105315,Bank*456
,10010342840772,DEMAT,DEMAT,432,9870757767,1662290,6/9/2018,Open,358441012642587,4020,100100772,Bank*456
,10010342778181,Current,Current,433,6637460971,1516687,7/14/2018,Open,326635323197874,7794,100108181,Bank*456
,10010342918801,DEMAT,DEMAT,434,1534574734,571066,10/19/2019,Open,246751203823172,6065,100108801,Bank@3
,10010342972203,Savings,Savings,435,2297110237,1144760,3/30/2019,Open,264688440799815,6652,100102203,Bank&342
,10010342862472,Recurring Deposit,Recurring Deposit,436,9741257866,637876,3/3/2019,Open,289876609020900,6416,100102472,Bank^2098
,10010342936479,Recurring Deposit,Recurring Deposit,437,5118022692,1167322,1/25/2018,Closed,336830842928709,6734,100106479,Bank&342
,10010342691598,Recurring Deposit,Recurring Deposit,438,1562208453,1356348,5/9/2019,Open,312118652618145,9186,100101598,Bank&342
,10010342929401,DEMAT,DEMAT,439,2341608826,475746,7/30/2019,Open,332188662945243,7486,100109401,Bank#0985
,10010342715386,DEMAT,DEMAT,440,5414668193,413604,10/11/2018,Open,276056066873102,9558,100105386,Bank*456
,10010342718125,Current,Current,441,7585979220,923289,1/18/2018,Open,348568771271037,9907,100108125,Bank&342
,10011343980883,DEMAT,DEMAT,442,7667721087,380025,7/4/2019,Open,252718872732592,9475,100110883,Bank&342
,10011343941922,DEMAT,DEMAT,443,2801323964,336477,12/11/2019,Open,311644596367580,2551,100111922,Bank#0985
,10011343737616,Current,Current,444,5054395166,1380324,6/28/2018,Open,324601785292257,6681,100117616,Bank^2098
,10011343908145,Recurring Deposit,Recurring Deposit,445,5446356107,1411315,11/3/2019,Open,243597476746759,5412,100118145,Bank&342
,10011343802238,Recurring Deposit,Recurring Deposit,446,5871705551,1338391,5/1/2019,Open,219035154934863,8084,100112238,Bank^2098
,10011343957370,DEMAT,DEMAT,447,9488891582,177311,4/29/2019,Open,285351436010392,5819,100117370,Bank*456
,10011343967519,DEMAT,DEMAT,542,5042084527,1542229,11/2/2018,Open,350754313854124,1365,100117519,Bank@3
,10011343857905,Fixed Deposit,Fixed Deposit,543,1451333133,528750,11/22/2018,Closed,285565496431374,4756,100117905,Bank@3
,10011343793415,Savings,Savings,544,7114395239,1421401,1/25/2018,Open,285575694980861,9986,100113415,Bank@3
,10011343959969,Savings,Savings,545,2418926348,1388218,3/4/2018,Open,354431233377690,6375,100119969,Bank#0985
,10011343855730,Fixed Deposit,Fixed Deposit,546,6060866210,81029,10/21/2018,Open,342911696991037,4477,100115730,Bank&342
,10011343950811,Current,Current,547,9329082393,1407169,10/7/2019,Open,315842830033451,7196,100110811,Bank#0985
,10011343902151,Current,Current,548,9886597003,683751,8/24/2018,Open,355950882668344,6425,100112151,Bank*456
,10011343997240,Recurring Deposit,Recurring Deposit,549,6041880222,1942369,4/11/2019,Closed,226978355771539,5056,100117240,Bank*456
,10011343913160,Recurring Deposit,Recurring Deposit,550,8496872131,1041298,1/2/2019,Open,313202588676871,4696,100113160,Bank&342
,10011343810313,Savings,Savings,551,2142820651,1343264,4/23/2018,Open,351979452131828,2118,100110313,Bank&342
,10011343752678,Fixed Deposit,Fixed Deposit,552,4654092034,1547248,1/26/2018,Open,366238417138581,8507,100112678,Bank@3
,10011343844505,Fixed Deposit,Fixed Deposit,553,7987433015,645653,11/15/2018,Open,248761769075524,3436,100114505,Bank@3
,10011343741168,Current,Current,554,5285213286,353704,12/5/2019,Open,267870744710285,8620,100111168,Bank#0985
,10011343889726,Recurring Deposit,Recurring Deposit,555,2224814890,20694,5/27/2018,Open,358741081905462,1817,100119726,Bank#0985
,10011343811598,DEMAT,DEMAT,556,1234477426,680062,8/29/2019,Open,328934946058727,5644,100111598,Bank*456
,10011343750361,Fixed Deposit,Fixed Deposit,557,1910791559,1867088,7/13/2019,Open,333858652815223,6739,100110361,Bank&342
,10011343813580,DEMAT,DEMAT,558,4281335376,377412,1/21/2019,Open,247206264085370,8544,100113580,Bank&342
,10011343996657,Current,Current,559,3075546754,941516,3/28/2019,Open,258441199877818,3598,100116657,Bank*456
,10011343845344,Savings,Savings,560,4778109109,317907,6/27/2019,Open,259663283039562,2967,100115344,Bank*456
,10011343742644,Fixed Deposit,Fixed Deposit,561,1549186750,428886,2/15/2018,Closed,218250957452567,7592,100112644,Bank^2098
,10011343976584,Current,Current,562,5277904225,509923,4/1/2018,Open,298151052022494,5504,100116584,Bank^2098
,10011343764368,Savings,Savings,563,3081820920,509560,11/15/2018,Open,359333513765982,6696,100114368,Bank&342
,10011343912704,Recurring Deposit,Recurring Deposit,564,4204663435,1582303,12/27/2019,Open,325077212657274,3501,100112704,Bank^2098
,10011343731857,Savings,Savings,565,3697169635,1395647,9/10/2019,Open,304725407509120,9798,100111857,Bank#0985
,10011343828776,Savings,Savings,566,8232238415,1788218,5/31/2018,Open,209345480516180,2230,100118776,Bank&342
,10011343820280,Current,Current,567,3042282315,1363640,10/23/2018,Closed,309786015338639,9591,100110280,Bank#0985
,10011343784903,DEMAT,DEMAT,568,9721843324,1307796,7/22/2019,Open,277683637466721,2396,100114903,Bank^2098
,10011343909946,Current,Current,569,3317280273,1261195,4/26/2019,Open,354994686592237,9147,100119946,Bank^2098
,10011343782408,DEMAT,DEMAT,570,8686335253,959626,5/1/2019,Open,344275989107746,5490,100112408,Bank^2098
,10011343877043,DEMAT,DEMAT,571,7623706844,941077,4/27/2018,Open,232269673677899,2858,100117043,Bank^2098
,10011343710223,Recurring Deposit,Recurring Deposit,572,1882480799,1576542,9/19/2018,Open,275183511181143,7138,100110223,Bank@3
,10011343795629,Current,Current,573,5125825229,1091454,5/31/2018,Open,365666192906808,5405,100115629,Bank#0985
,10011343718494,Savings,Savings,574,2451219203,1631504,3/1/2018,Open,231901374308233,2517,100118494,Bank#0985
,10011343775075,Current,Current,575,7484544162,746131,3/25/2019,Open,228862615248592,5565,100115075,Bank#0985
,10011343759000,Current,Current,576,9601536900,480184,8/13/2019,Open,360041171656021,4209,100119000,Bank@3
,10011343753634,Savings,Savings,577,6802187911,555872,12/23/2019,Open,344035375936558,3416,100113634,Bank#0985
,10011343919929,Current,Current,578,8087976981,984374,11/10/2019,Open,339710357889560,9322,100119929,Bank^2098
,10011343732956,Recurring Deposit,Recurring Deposit,579,8344984175,861758,3/26/2018,Closed,307630354967074,7153,100112956,Bank#0985
,10011343827147,DEMAT,DEMAT,580,6547333800,248122,1/14/2019,Open,283726994291590,5122,100117147,Bank@3
,10011343787234,Savings,Savings,581,2088284814,1250480,11/1/2018,Open,237073787972892,1387,100117234,Bank@3
,10011343868234,Savings,Savings,582,3365109753,279306,3/27/2019,Open,282023111428176,2556,100118234,Bank@3
,10011343698582,Current,Current,583,1816133058,754782,6/1/2019,Open,284928928347760,9070,100118582,Bank@3
,10011343859175,Current,Current,584,2236440791,968978,10/19/2019,Open,326977879251182,1378,100119175,Bank*456
,10011343934725,Savings,Savings,585,9123255298,72304,11/28/2018,Closed,319242125140136,9160,100114725,Bank*456
,10011343859671,Fixed Deposit,Fixed Deposit,586,5753472185,1108313,5/10/2018,Open,321102589974807,2377,100119671,Bank#0985
,10011343803578,Current,Current,587,3284043463,1715164,8/7/2019,Open,260521540454324,7962,100113578,Bank#0985
,10011343863560,Fixed Deposit,Fixed Deposit,588,8473234261,1540771,2/25/2019,Open,248704546914037,4232,100113560,Bank@3
,10011343954839,Current,Current,589,4784184211,240082,2/13/2019,Open,287649853317812,1476,100114839,Bank*456
,10011343966827,DEMAT,DEMAT,590,7260879730,1534251,2/17/2018,Open,232448879398682,5294,100116827,Bank*456
,10011343853571,Recurring Deposit,Recurring Deposit,591,4031225507,86263,2/13/2018,Open,214456792504772,2429,100113571,Bank*456
,10011343772797,DEMAT,DEMAT,592,2474625389,1580754,1/3/2019,Open,322567919742499,1993,100112797,Bank*456
,10011343696049,Recurring Deposit,Recurring Deposit,593,8765558478,1486128,12/6/2018,Open,357173504918083,2586,100116049,Bank&342
,10011343889301,Recurring Deposit,Recurring Deposit,594,8651940412,75779,9/19/2019,Open,247120552495050,9737,100119301,Bank@3
,10011343733020,Current,Current,595,5826255903,1081135,8/28/2018,Open,343181746365757,5022,100113020,Bank*456
,10011343835807,Savings,Savings,596,3358589381,1397316,3/3/2018,Open,214093731018014,4518,100115807,Bank@3
,10011343726835,Fixed Deposit,Fixed Deposit,597,1205607142,713453,8/27/2019,Closed,291312995062142,6348,100116835,Bank&342
,10011343786772,DEMAT,DEMAT,598,1754889533,946708,5/9/2019,Open,313717548937508,2527,100116772,Bank#0985
,10011343833840,DEMAT,DEMAT,599,6842346612,32038,9/21/2018,Open,208054774849359,8550,100113840,Bank^2098
,10011343853365,DEMAT,DEMAT,600,1066850205,989890,9/9/2018,Open,236191824168637,3900,100113365,Bank^2098
,10011343976558,DEMAT,DEMAT,601,5857166051,1519082,11/29/2018,Open,313125584869567,1600,100116558,Bank^2098
,10011343962757,DEMAT,DEMAT,602,7147318222,1735020,7/26/2019,Open,325417480015661,3675,100112757,Bank@3
,10011343819460,Savings,Savings,603,4534614141,1627370,10/6/2018,Closed,274076971752912,1808,100119460,Bank*456
,10011343778562,Savings,Savings,604,6705684674,1691151,2/4/2019,Open,307088332811871,1824,100118562,Bank&342
,10011343919047,Savings,Savings,605,6991287372,1798897,5/26/2019,Open,301956974658669,2322,100119047,Bank^2098
,10011343880493,Fixed Deposit,Fixed Deposit,606,2716750166,805786,4/11/2019,Open,323721716394030,7284,100110493,Bank*456
,10011343993167,DEMAT,DEMAT,607,3509615846,1370276,12/4/2018,Open,272754994498679,9479,100113167,Bank&342
,10011343744088,Fixed Deposit,Fixed Deposit,608,3146088358,57799,1/21/2018,Open,268374598055179,4499,100114088,Bank^2098
,10011343738890,Fixed Deposit,Fixed Deposit,609,4285682984,317485,9/19/2018,Open,348838408474835,8051,100118890,Bank&342
,10011343801417,Recurring Deposit,Recurring Deposit,610,2858291353,1907887,6/16/2019,Open,314910458842161,8404,100111417,Bank&342
,10011343754622,Current,Current,611,7699877440,1177924,2/26/2019,Open,302227834222344,7179,100114622,Bank@3
,10011343702012,Savings,Savings,612,4654087092,1568016,11/13/2019,Open,330037829747594,3219,100112012,Bank*456
,10011343874825,Fixed Deposit,Fixed Deposit,613,2636007365,499354,9/20/2018,Open,305904988204044,4489,100114825,Bank#0985
,10011343716699,Fixed Deposit,Fixed Deposit,614,6130518095,270992,4/6/2019,Open,349852352844413,3994,100116699,Bank^2098
,10011343694644,Fixed Deposit,Fixed Deposit,615,4088712430,1670747,5/25/2018,Closed,315257097785051,1506,100114644,Bank&342
,10011343717719,Savings,Savings,616,2432951998,364834,1/16/2019,Open,335723042502769,6954,100117719,Bank^2098
,10011343719669,Recurring Deposit,Recurring Deposit,617,9589212863,869858,2/28/2019,Open,337090111631946,2796,100119669,Bank#0985
,10011343977342,DEMAT,DEMAT,618,7069681877,80041,3/24/2019,Open,347621013179697,1800,100117342,Bank*456
,10011343819287,Fixed Deposit,Fixed Deposit,619,4303026373,446624,5/22/2019,Open,328091143550869,8727,100119287,Bank^2098
,10011343679094,DEMAT,DEMAT,620,5791162297,1305822,6/27/2019,Open,255119589069753,5484,100119094,Bank*456
,10011343757097,Fixed Deposit,Fixed Deposit,621,1978595581,206962,4/4/2019,Closed,313504343688917,4710,100117097,Bank@3
,10011343716576,Fixed Deposit,Fixed Deposit,622,5718196752,1907538,5/22/2019,Open,298005237012098,6510,100116576,Bank@3
,10011343894622,Fixed Deposit,Fixed Deposit,623,4189673633,88143,1/17/2019,Open,288104964727056,2152,100114622,Bank*456
,10011343784836,Savings,Savings,624,4977034954,1563858,8/29/2018,Open,265455064858593,1731,100114836,Bank^2098
,10011343698075,Savings,Savings,625,3071066330,1900489,12/5/2018,Open,241836226299453,9422,100118075,Bank#0985
,10011343805848,Current,Current,626,6502548337,1220370,10/17/2018,Open,254658273336544,8214,100115848,Bank&342
,10011343903919,DEMAT,DEMAT,627,1873622953,165463,9/14/2018,Open,234108742217669,4148,100113919,Bank^2098
,10011343965020,Savings,Savings,628,7552522778,371241,4/13/2019,Open,324025194881612,3069,100115020,Bank^2098
,10011343720553,Recurring Deposit,Recurring Deposit,629,8838777891,1312009,10/24/2018,Open,330769169165676,3999,100110553,Bank#0985
,10011343721013,Current,Current,630,7569970000,1119497,11/26/2018,Open,266599017107886,6162,100111013,Bank#0985
,10011343696924,Recurring Deposit,Recurring Deposit,631,7459572678,410360,5/2/2018,Open,209187466930874,2277,100116924,Bank^2098
,10011343924528,Savings,Savings,632,6550917752,1733058,8/13/2018,Open,364002188153746,8692,100114528,Bank@3
,10011343932653,Recurring Deposit,Recurring Deposit,633,5579202604,559073,7/14/2018,Closed,251318097043939,2817,100112653,Bank^2098
,10011343968619,Savings,Savings,634,9409647793,1155251,9/18/2019,Open,280858328538055,7347,100118619,Bank&342
,10011343969686,Savings,Savings,635,2550660813,1642156,9/29/2019,Open,210635702732774,9248,100119686,Bank&342
,10012344865569,Savings,Savings,636,4595479997,513601,8/6/2018,Open,265833696259999,7541,100125569,Bank*456
,10012344766645,DEMAT,DEMAT,637,7961254972,157030,1/21/2018,Open,358313045018828,4276,100126645,Bank@3
,10012344779952,Recurring Deposit,Recurring Deposit,638,2872292292,1476142,3/9/2019,Open,212624053409199,4103,100129952,Bank#0985
,10012344810693,DEMAT,DEMAT,639,6138679494,1861884,7/30/2019,Closed,259502512752147,3181,100120693,Bank^2098
,10012344714078,Savings,Savings,640,8903728339,361625,5/22/2019,Open,362349102351835,7644,100124078,Bank*456
,10012344936723,Fixed Deposit,Fixed Deposit,641,1660446063,1939043,7/15/2019,Open,211780246348013,7601,100126723,Bank^2098
,10012344917853,Savings,Savings,642,7181142187,910932,10/18/2019,Open,356462487856689,6601,100127853,Bank#0985
,10012344905349,Fixed Deposit,Fixed Deposit,643,6950192457,1456382,3/8/2018,Open,278137885161086,6204,100125349,Bank&342
,10012344754858,Recurring Deposit,Recurring Deposit,644,6061641242,198478,4/6/2019,Open,330023002617153,9065,100124858,Bank*456
,10012344933894,Savings,Savings,645,2052379600,1442062,7/13/2018,Open,299991013639326,6803,100123894,Bank^2098
,10012344689875,Savings,Savings,646,3023702091,173413,4/20/2019,Open,280027735296112,6156,100129875,Bank#0985
,10012344782292,Recurring Deposit,Recurring Deposit,647,9208997854,1456088,8/22/2018,Open,235439575132940,3777,100122292,Bank&342
,10012344882420,Current,Current,742,5653184109,1342653,6/5/2018,Open,271492964774701,3328,100122420,Bank@3
,10012344752334,Savings,Savings,743,1898102759,1941698,9/3/2018,Open,296338888290961,7736,100122334,Bank^2098
,10012344989755,Current,Current,744,7654771178,660516,9/5/2019,Open,250696862767490,5175,100129755,Bank#0985
,10012344684464,Fixed Deposit,Fixed Deposit,745,8379843025,277631,4/17/2018,Closed,284228078384928,7513,100124464,Bank^2098
,10012344947065,Savings,Savings,746,2636112374,1396327,2/25/2018,Open,282616934843143,4508,100127065,Bank@3
,10012344988862,Fixed Deposit,Fixed Deposit,747,8912530889,524753,5/21/2018,Open,331151337859668,9084,100128862,Bank&342
,10012344688731,Fixed Deposit,Fixed Deposit,748,5128961492,1086912,10/30/2018,Open,332015472354666,8924,100128731,Bank&342
,10012344776670,Current,Current,749,6278936243,1393899,8/17/2019,Open,238681162004792,8929,100126670,Bank@3
,10012344816498,Savings,Savings,750,3159156489,141635,10/16/2019,Open,220464079055784,3993,100126498,Bank*456
,10012344988302,Fixed Deposit,Fixed Deposit,751,8214543216,568834,10/24/2019,Closed,246843888359888,1235,100128302,Bank^2098
,10012344692437,Fixed Deposit,Fixed Deposit,752,3116736140,1255194,7/1/2018,Open,267034855346032,2465,100122437,Bank^2098
,10012344948483,Recurring Deposit,Recurring Deposit,753,1448060840,414783,2/3/2018,Open,212769048639543,1464,100128483,Bank#0985
,10012344869839,Recurring Deposit,Recurring Deposit,754,8935567183,1694817,11/4/2018,Open,292505143263419,7152,100129839,Bank*456
,10012344756364,Savings,Savings,755,1721649047,299109,11/6/2018,Open,317764950285279,5408,100126364,Bank*456
,10012344900596,Savings,Savings,756,6026533154,1262779,3/7/2019,Open,328412037929462,8683,100120596,Bank#0985
,10012344876071,Current,Current,757,5511431562,1029604,9/26/2019,Open,232690147180653,8583,100126071,Bank*456
,10012344726077,Savings,Savings,758,9531771828,1143134,8/29/2019,Open,312324852929293,9075,100126077,Bank@3
,10012344914972,Fixed Deposit,Fixed Deposit,759,7285686364,424618,12/31/2019,Open,330977783806402,6473,100124972,Bank&342
,10012344811132,DEMAT,DEMAT,760,2212988725,148334,9/9/2018,Open,249776300814631,7129,100121132,Bank#0985
,10012344681873,DEMAT,DEMAT,761,7167463394,1711519,10/14/2018,Open,256359103175746,5845,100121873,Bank@3
,10012344861013,DEMAT,DEMAT,762,1110207812,314056,8/4/2019,Open,286269362293840,4420,100121013,Bank@3
,10012344787431,Savings,Savings,763,5596511855,497351,12/7/2018,Closed,310951275530424,2588,100127431,Bank&342
